District,Latitude,Longitude,Shop_type,OP_time,Ultra_food,Per_ultra,Ready_food,CERE,WHITE,VITAMINV,VITAMINRT,DARKV,OTHERV,VITAMINF,OTHERF,ORGANM,FLESHM,FISH,INSECTSV,EGGS,MILK,NUTS,LEGUM,OILF,SWEETS,SAB,OUT_CER
2,21.013631,105.833404,2,2,1,95,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1,21.037443,105.826767,8,4,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0
1,21.035189,105.823856,8,4,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0
1,21.029403,105.82344,8,4,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0
2,21.016077,105.834694,6,4,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2,21.025276,105.837358,7,4,1,10,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0
1,21.037708,105.815492,7,4,1,10,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
2,21.008484,105.815459,7,4,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1,21.047286,105.847195,3,1,1,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
2,21.021627,105.839316,5,2,1,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
2,21.005506,105.831443,5,4,1,15,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
1,21.034388,105.810348,6,4,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1,21.037343,105.814142,6,4,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2,21.028682,105.840204,7,4,1,20,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0
1,21.035185,105.812667,7,4,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2,21.016012,105.81198,7,4,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,21.02811,105.81,7,4,1,20,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
2,21.012829,105.832487,3,2,1,30,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
2,21.005938,105.833268,5,2,1,30,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0
2,21.006573,105.82342,5,3,1,30,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1
2,21.024706,105.833233,4,4,1,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.006206,105.835455,6,4,1,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,21.022462,105.815308,6,4,1,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2,21.022812,105.828506,7,4,1,30,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0
2,21.011003,105.817991,7,4,1,30,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2,21.012284,105.816921,3,1,1,40,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
2,21.026369,105.832633,3,2,1,40,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
2,21.019878,105.827114,3,2,1,40,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1,21.029547,105.810328,3,2,1,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.017607,105.825748,3,4,1,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.021791,105.834016,4,4,1,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2,21.01452,105.823535,4,4,1,40,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0
1,21.025867,105.822053,5,4,1,40,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
2,21.013831,105.822816,6,4,1,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2,21.024016,105.805401,6,4,1,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2,21.021132,105.835078,3,2,1,45,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
2,21.019256,105.835017,3,1,1,50,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
1,21.040805,105.845974,4,1,1,50,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0
1,21.048968,105.845765,3,2,1,50,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0
2,21.025928,105.834662,3,2,1,50,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
2,21.006339,105.835605,3,3,1,50,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1
2,21.026464,105.839576,4,4,1,50,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
1,21.025791,105.821613,4,4,1,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1,21.022857,105.816086,4,4,1,50,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0
2,21.027575,105.838964,3,1,1,60,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1
1,21.007574,105.833167,3,1,1,60,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
1,21.041166,105.846526,3,2,1,60,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
1,21.045983,105.842984,3,2,1,60,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0
1,21.04256,105.841327,3,2,1,60,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
1,21.029104,105.84077,3,2,1,60,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0
1,21.041623,105.840125,3,2,1,60,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0
2,21.018873,105.839353,3,2,1,60,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
2,21.022477,105.839217,3,2,1,60,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1
2,21.009092,105.837264,3,2,1,60,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
2,21.02937,105.835284,3,2,1,60,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1
2,21.022005,105.831531,3,2,1,60,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
2,21.009924,105.830385,3,2,1,60,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
1,21.034523,105.829637,3,2,1,60,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0
2,21.016014,105.823728,3,2,1,60,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
1,21.035122,105.821329,3,2,1,60,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0
2,21.016097,105.819703,3,2,1,60,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
1,21.026897,105.815555,3,2,1,60,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0
1,21.038338,105.812868,3,2,1,60,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0
2,21.014007,105.810292,3,2,1,60,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
1,21.027673,105.809017,3,2,1,60,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0
1,21.037789,105.808702,3,2,1,60,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0
2,21.023203,105.80722,3,2,1,60,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0
2,21.026758,105.83135,4,2,1,60,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
1,21.032773,105.821628,4,2,1,60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.015695,105.828247,3,3,1,60,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
2,21.012364,105.829385,4,3,1,60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
2,21.027801,105.828162,4,3,1,60,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.018083,105.839102,3,4,1,60,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.018706,105.83375,3,4,1,60,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0
1,21.042014,105.846752,4,4,1,60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,21.048458,105.844867,4,4,1,60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.02816,105.839271,4,4,1,60,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0
2,21.022039,105.839218,4,4,1,60,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.021254,105.839215,4,4,1,60,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.012176,105.838659,4,4,1,60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
2,21.003301,105.835227,4,4,1,60,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.021257,105.834694,4,4,1,60,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.018859,105.833703,4,4,1,60,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.028093,105.828215,4,4,1,60,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0
2,21.025357,105.82737,4,4,1,60,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0
2,21.01439,105.823623,4,4,1,60,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0
2,21.008787,105.815625,4,4,1,60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.026048,105.803523,4,4,1,60,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.018176,105.828251,5,4,1,60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,21.046401,105.846782,3,1,1,65,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0
2,21.020903,105.833959,3,2,1,65,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
1,21.036714,105.831131,3,2,1,65,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0
1,21.030242,105.825387,3,2,1,65,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0
1,21.030058,105.822717,3,2,1,65,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0
2,21.026591,105.839208,4,3,1,65,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0
1,21.040705,105.845701,4,4,1,65,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2,21.028468,105.840133,4,4,1,65,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.026581,105.8392,4,4,1,65,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0
2,21.020896,105.8357,4,4,1,65,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0
1,21.034794,105.824784,4,4,1,65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.033726,105.817079,4,4,1,65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.042324,105.814407,4,4,1,65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.040863,105.849,3,1,1,70,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0
1,21.044824,105.843147,4,1,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
1,21.043435,105.846536,3,2,1,70,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0
1,21.040867,105.844398,3,2,1,70,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
2,21.004291,105.829276,3,2,1,70,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2,21.013334,105.815867,3,2,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.023663,105.804817,3,2,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.018867,105.804668,3,2,1,70,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1
2,21.028624,105.836825,4,2,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.020592,105.836317,4,2,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1,21.037754,105.812074,4,2,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.023706,105.806858,4,2,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
1,21.042115,105.847318,3,3,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.019485,105.832975,3,3,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.023172,105.839475,4,3,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
2,21.003321,105.835745,4,3,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.013915,105.834979,4,3,1,70,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0
2,21.00594,105.833852,4,3,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.016112,105.830666,4,3,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0
2,21.005223,105.822061,4,3,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.011396,105.820352,4,3,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.026205,105.817927,4,3,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.040443,105.843333,3,4,1,70,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0
2,21.019083,105.838371,3,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
2,21.019815,105.837778,3,4,1,70,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0
2,21.006329,105.835251,3,4,1,70,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0
1,21.033199,105.806739,3,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.040796,105.848402,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
1,21.048541,105.8449,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.014505,105.840244,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2,21.028529,105.840145,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.014216,105.839174,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0
2,21.026692,105.839132,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
2,21.027655,105.838964,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
1,21.042793,105.838944,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
2,21.013458,105.838551,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
2,21.012011,105.837916,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
2,21.011099,105.837745,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2,21.021178,105.83726,4,4,1,70,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0
2,21.019297,105.837205,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0
2,21.02234,105.836059,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0
2,21.003354,105.835667,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.004908,105.835482,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.022047,105.835,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
2,21.023801,105.834965,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.024644,105.83367,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
2,21.026562,105.83349,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.013459,105.833419,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
2,21.026204,105.832754,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0
2,21.021332,105.832217,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
2,21.021331,105.831813,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2,21.023673,105.831603,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
2,21.026659,105.831549,4,4,1,70,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0
2,21.026865,105.83126,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.014625,105.831182,4,4,1,70,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0
2,21.010274,105.831077,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.034417,105.830423,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.024151,105.830383,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.025149,105.830363,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.024152,105.83027,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.021354,105.830213,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.037794,105.830157,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.023455,105.829992,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.037798,105.829828,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.021834,105.829245,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.023554,105.829167,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.004387,105.829078,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
2,21.021869,105.82907,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.021948,105.828892,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.012418,105.828525,4,4,1,70,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0
2,21.02738,105.828286,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.028207,105.82817,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.028186,105.827509,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.02244,105.827019,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
2,21.005136,105.825781,4,4,1,70,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0
2,21.004114,105.825688,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
2,21.004156,105.825542,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
2,21.01026,105.824798,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.035974,105.822642,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.03076,105.822067,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.005468,105.821749,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.020508,105.821697,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.020385,105.821623,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0
1,21.030226,105.820831,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.007978,105.819995,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
