District,Latitude,Longitude,Shop_type,OP_time,Ultra_food,Per_ultra,Ready_food,CERE,WHITE,VITAMINV,VITAMINRT,DARKV,OTHERV,VITAMINF,OTHERF,ORGANM,FLESHM,FISH,INSECTSV,EGGS,MILK,NUTS,LEGUM,OILF,SWEETS,SAB,OUT_CER
1,21.021745,105.819895,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.021924,105.819513,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
1,21.020079,105.819221,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.035016,105.817655,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.037463,105.8171,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.010022,105.816954,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
1,21.023926,105.816354,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.026714,105.815621,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.037651,105.814085,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.035993,105.813008,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
1,21.020445,105.812896,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.021629,105.812491,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.019948,105.807932,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.018765,105.807748,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.020259,105.807429,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.020005,105.806535,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.017004,105.805208,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.019039,105.804908,4,4,1,70,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0
2,21.018833,105.804561,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.018773,105.804491,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.018303,105.804012,4,4,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.046176,105.841425,3,2,1,75,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.023422,105.835969,4,4,1,75,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0
2,21.022617,105.835827,4,4,1,75,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0
2,21.013824,105.835342,4,4,1,75,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0
2,21.024468,105.833938,4,4,1,75,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
2,21.006243,105.826159,4,4,1,75,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0
2,21.021559,105.822267,4,4,1,75,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0
2,21.020187,105.821417,4,4,1,75,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0
2,21.016649,105.817707,4,4,1,75,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0
1,21.034024,105.817164,4,4,1,75,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
1,21.027722,105.812747,4,4,1,75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.02106,105.812007,4,4,1,75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.029423,105.809204,4,4,1,75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.028588,105.837841,3,1,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.011017,105.830671,3,1,1,80,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0
2,21.013,105.83,3,1,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
1,21.042736,105.842479,4,1,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.043114,105.843395,3,2,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.0441,105.843008,3,2,1,80,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0
1,21.0427,105.839963,3,2,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.011225,105.837516,3,2,1,80,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1
2,21.019435,105.831552,3,2,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.01919,105.83082,3,2,1,80,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
2,21.013788,105.822359,3,2,1,80,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
2,21.016443,105.806124,3,2,1,80,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1
2,21.014116,105.835003,3,3,1,80,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
2,21.01734,105.833292,3,3,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
1,21.048076,105.846872,4,3,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
1,21.046523,105.846833,4,3,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1,21.048221,105.8446,4,3,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.0276,105.839077,4,3,1,80,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0
2,21.012288,105.836671,4,3,1,80,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0
2,21.02572,105.834823,4,3,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.005925,105.833508,4,3,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
1,21.033084,105.831414,4,3,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.032328,105.830847,4,3,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.016093,105.830766,4,3,1,80,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0
2,21.009194,105.819462,4,3,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1,21.03557,105.818319,4,3,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.017921,105.817779,4,3,1,80,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0
1,21.024243,105.816621,4,3,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.012849,105.823277,5,3,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2,21.010255,105.81719,3,4,1,80,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1
1,21.048109,105.846894,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.049053,105.84611,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.027791,105.840273,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
1,21.042811,105.839618,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.020777,105.837479,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0
2,21.021128,105.837463,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.019161,105.836673,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.01238,105.836553,4,4,1,80,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0
2,21.022577,105.835935,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.022673,105.835923,4,4,1,80,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0
2,21.013418,105.835457,4,4,1,80,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0
2,21.027578,105.834616,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.003055,105.834388,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.024492,105.833683,4,4,1,80,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0
2,21.018274,105.833485,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
2,21.027297,105.83291,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.021304,105.832132,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
2,21.02127,105.832045,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
2,21.01696,105.831991,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0
2,21.008727,105.8317,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.017598,105.831649,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0
2,21.026556,105.831618,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.032963,105.831358,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.010067,105.831165,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.015668,105.831061,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.002279,105.829782,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.001898,105.829566,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0
2,21.027728,105.829448,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.018291,105.828751,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.012326,105.82843,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.039509,105.828346,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.014756,105.827847,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.015205,105.82747,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.019385,105.827277,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.006394,105.826215,4,4,1,80,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0
2,21.011386,105.825622,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.010057,105.824737,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.027678,105.824454,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.028564,105.823984,4,4,1,80,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0
1,21.041225,105.823625,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.030167,105.823265,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.031812,105.822478,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.007716,105.820859,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.006905,105.82071,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.010722,105.819927,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.011013,105.81802,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.010212,105.816985,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.009714,105.81662,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
1,21.037624,105.814107,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.041363,105.813784,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.037843,105.813697,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.035992,105.813033,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.040753,105.81295,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.028253,105.812887,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.015564,105.812836,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.038355,105.812809,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.038856,105.812766,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.035024,105.812624,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.013402,105.812395,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.015859,105.812139,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.021879,105.812097,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
1,21.022269,105.812014,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.014727,105.810117,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.028442,105.808136,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
1,21.037729,105.80772,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.023257,105.807275,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.023604,105.804234,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.022841,105.800719,4,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.004087,105.825741,5,4,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,21.002907,105.834486,3,1,1,85,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1,21.035958,105.812748,4,2,1,85,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.010863,105.818282,4,3,1,85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.028424,105.808258,4,3,1,85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.046319,105.846666,4,4,1,85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1,21.043445,105.846644,4,4,1,85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.042054,105.84368,4,4,1,85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.042309,105.842771,4,4,1,85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.043742,105.842198,4,4,1,85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.043278,105.841464,4,4,1,85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
1,21.032612,105.833062,4,4,1,85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.032395,105.830938,4,4,1,85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.032517,105.827089,4,4,1,85,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.007973,105.825601,4,4,1,85,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0
1,21.029181,105.823542,4,4,1,85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.030458,105.822272,4,4,1,85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.026498,105.821625,4,4,1,85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.005933,105.821289,4,4,1,85,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
1,21.038124,105.813212,4,4,1,85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.03936,105.815881,3,1,1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
1,21.034459,105.81201,3,1,1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.005428,105.831164,3,2,1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.018949,105.828044,3,2,1,90,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
2,21.023602,105.806199,3,2,1,90,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0
2,21.027161,105.838821,4,2,1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.01989,105.826959,4,2,1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.017053,105.825507,4,2,1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,21.013401,105.812087,4,2,1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
2,21.006783,105.820527,3,3,1,90,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0
1,21.042498,105.838143,4,3,1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
2,21.005641,105.832691,4,3,1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0
2,21.012655,105.832504,4,3,1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
2,21.018887,105.828172,4,3,1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
2,21.01372,105.822428,4,3,1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
1,21.043763,105.847684,4,4,1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
1,21.04643,105.846718,4,4,1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1,21.04204,105.846708,4,4,1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
1,21.043941,105.84566,4,4,1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0
1,21.042375,105.843313,4,4,1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.032949,105.831262,4,4,1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.019328,105.827545,4,4,1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
1,21.028561,105.824168,4,4,1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.012093,105.823862,4,4,1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,21.030025,105.819793,4,4,1,90,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0
2,21.009145,105.819557,4,4,1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1,21.019393,105.811301,4,4,1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.016407,105.810458,4,4,1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.016789,105.806935,4,4,1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.024035,105.805339,4,4,1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.005128,105.825841,5,4,1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21.02776,105.829299,5,1,1,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,21.035837,105.828169,4,2,1,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,21.023746,105.805301,5,2,1,100,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0
2,21.023246,105.807274,5,3,1,100,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
2,21.018814,105.804679,5,4,1,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
